a,b
58.04989822761297,0.09473048290914791
59.75467498303783,0.0916903768951945
61.46445108378654,0.08902054020345344
63.169227839211494,0.08670148497486087
64.87900393996016,0.08467474763222535
66.58378069538502,0.08299879175273829
68.29355679613373,0.08165412947733582
69.99833355155869,0.0806212729469543
71.7081096523074,0.07990022216159345
73.41788575305607,0.07952995283938137
75.12266250848101,0.07945200140312605
76.83243860922964,0.07974431928908313
78.53721536465459,0.08040690649725254
80.2469914654033,0.08138129945044266
81.95176822082811,0.08280391316210016
83.66154432157691,0.08457730833690641
85.37132042232554,0.08681841212924368
87.0760971777504,0.08944927310285723
88.7858732784992,0.09250886697587427
90.49065003392401,0.0959582180301673
92.19542678934887,0.09977783840667297
93.90020354477383,0.10388977666913542
95.60997964552254,0.10817710566317211
97.3147564009474,0.11258136181159163
