   1.0000000e+01   9.7342953e-01   5.6685075e-01   5.2497484e-01
   1.0232930e+01   9.7342673e-01   5.6653090e-01   5.2491582e-01
   1.0471285e+01   9.7342376e-01   5.6619244e-01   5.2485403e-01
   1.0715193e+01   9.7342063e-01   5.6583452e-01   5.2478935e-01
   1.0964782e+01   9.7341731e-01   5.6545624e-01   5.2472164e-01
   1.1220185e+01   9.7341382e-01   5.6505668e-01   5.2465077e-01
   1.1481536e+01   9.7341013e-01   5.6463486e-01   5.2457657e-01
   1.1748976e+01   9.7340623e-01   5.6418979e-01   5.2449889e-01
   1.2022644e+01   9.7340212e-01   5.6372043e-01   5.2441758e-01
   1.2302688e+01   9.7339778e-01   5.6322571e-01   5.2433245e-01
   1.2589254e+01   9.7339321e-01   5.6270451e-01   5.2424333e-01
   1.2882496e+01   9.7338838e-01   5.6215569e-01   5.2415003e-01
   1.3182567e+01   9.7338329e-01   5.6157805e-01   5.2405235e-01
   1.3489629e+01   9.7337792e-01   5.6097036e-01   5.2395009e-01
   1.3803843e+01   9.7337226e-01   5.6033135e-01   5.2384303e-01
   1.4125375e+01   9.7336629e-01   5.5965971e-01   5.2373094e-01
   1.4454398e+01   9.7336000e-01   5.5895409e-01   5.2361360e-01
   1.4791084e+01   9.7335337e-01   5.5821307e-01   5.2349074e-01
   1.5135612e+01   9.7334639e-01   5.5743523e-01   5.2336212e-01
   1.5488166e+01   9.7333903e-01   5.5661908e-01   5.2322745e-01
   1.5848932e+01   9.7333127e-01   5.5576310e-01   5.2308647e-01
   1.6218101e+01   9.7332311e-01   5.5486571e-01   5.2293886e-01
   1.6595869e+01   9.7331450e-01   5.5392531e-01   5.2278432e-01
   1.6982437e+01   9.7330544e-01   5.5294023e-01   5.2262253e-01
   1.7378008e+01   9.7329590e-01   5.5190879e-01   5.2245314e-01
   1.7782794e+01   9.7328586e-01   5.5082925e-01   5.2227580e-01
   1.8197009e+01   9.7327528e-01   5.4969982e-01   5.2209013e-01
   1.8620871e+01   9.7326414e-01   5.4851868e-01   5.2189575e-01
   1.9054607e+01   9.7325242e-01   5.4728399e-01   5.2169225e-01
   1.9498446e+01   9.7324009e-01   5.4599383e-01   5.2147920e-01
   1.9952623e+01   9.7322710e-01   5.4464628e-01   5.2125616e-01
   2.0417379e+01   9.7321343e-01   5.4323937e-01   5.2102267e-01
   2.0892961e+01   9.7319905e-01   5.4177111e-01   5.2077822e-01
   2.1379621e+01   9.7318392e-01   5.4023946e-01   5.2052233e-01
   2.1877616e+01   9.7316800e-01   5.3864237e-01   5.2025446e-01
   2.2387211e+01   9.7315125e-01   5.3697776e-01   5.1997404e-01
   2.2908677e+01   9.7313363e-01   5.3524353e-01   5.1968051e-01
   2.3442288e+01   9.7311510e-01   5.3343756e-01   5.1937325e-01
   2.3988329e+01   9.7309560e-01   5.3155771e-01   5.1905163e-01
   2.4547089e+01   9.7307510e-01   5.2960185e-01   5.1871500e-01
   2.5118864e+01   9.7305353e-01   5.2756782e-01   5.1836266e-01
   2.5703958e+01   9.7303085e-01   5.2545349e-01   5.1799389e-01
   2.6302680e+01   9.7300700e-01   5.2325671e-01   5.1760795e-01
   2.6915348e+01   9.7298193e-01   5.2097536e-01   5.1720404e-01
   2.7542287e+01   9.7295556e-01   5.1860732e-01   5.1678136e-01
   2.8183829e+01   9.7292784e-01   5.1615051e-01   5.1633904e-01
   2.8840315e+01   9.7289870e-01   5.1360288e-01   5.1587622e-01
   2.9512092e+01   9.7286806e-01   5.1096241e-01   5.1539195e-01
   3.0199517e+01   9.7283586e-01   5.0822713e-01   5.1488527e-01
   3.0902954e+01   9.7280201e-01   5.0539513e-01   5.1435519e-01
   3.1622777e+01   9.7276644e-01   5.0246456e-01   5.1380066e-01
   3.2359366e+01   9.7272905e-01   4.9943365e-01   5.1322060e-01
   3.3113112e+01   9.7268976e-01   4.9630070e-01   5.1261387e-01
   3.3884416e+01   9.7264848e-01   4.9306411e-01   5.1197930e-01
   3.4673685e+01   9.7260510e-01   4.8972238e-01   5.1131567e-01
   3.5481339e+01   9.7255952e-01   4.8627411e-01   5.1062172e-01
   3.6307805e+01   9.7251163e-01   4.8271805e-01   5.0989613e-01
   3.7153523e+01   9.7246133e-01   4.7905305e-01   5.0913754e-01
   3.8018940e+01   9.7240849e-01   4.7527811e-01   5.0834453e-01
   3.8904514e+01   9.7235299e-01   4.7139241e-01   5.0751565e-01
   3.9810717e+01   9.7229470e-01   4.6739525e-01   5.0664937e-01
   4.0738028e+01   9.7223349e-01   4.6328614e-01   5.0574413e-01
   4.1686938e+01   9.7216921e-01   4.5906474e-01   5.0479830e-01
   4.2657952e+01   9.7210171e-01   4.5473092e-01   5.0381022e-01
   4.3651583e+01   9.7203085e-01   4.5028476e-01   5.0277815e-01
   4.4668359e+01   9.7195646e-01   4.4572652e-01   5.0170032e-01
   4.5708819e+01   9.7187838e-01   4.4105670e-01   5.0057489e-01
   4.6773514e+01   9.7179643e-01   4.3627602e-01   4.9939996e-01
   4.7863009e+01   9.7171042e-01   4.3138540e-01   4.9817362e-01
   4.8977882e+01   9.7162017e-01   4.2638602e-01   4.9689386e-01
   5.0118723e+01   9.7152548e-01   4.2127930e-01   4.9555864e-01
   5.1286138e+01   9.7142614e-01   4.1606686e-01   4.9416588e-01
   5.2480746e+01   9.7132195e-01   4.1075059e-01   4.9271345e-01
   5.3703180e+01   9.7121267e-01   4.0533259e-01   4.9119917e-01
   5.4954087e+01   9.7109808e-01   3.9981520e-01   4.8962082e-01
   5.6234133e+01   9.7097794e-01   3.9420099e-01   4.8797617e-01
   5.7543994e+01   9.7085200e-01   3.8849273e-01   4.8626292e-01
   5.8884366e+01   9.7072001e-01   3.8269339e-01   4.8447877e-01
   6.0255959e+01   9.7058169e-01   3.7680613e-01   4.8262140e-01
   6.1659500e+01   9.7043677e-01   3.7083431e-01   4.8068846e-01
   6.3095734e+01   9.7028497e-01   3.6478140e-01   4.7867762e-01
   6.4565423e+01   9.7012600e-01   3.5865103e-01   4.7658652e-01
   6.6069345e+01   9.6995956e-01   3.5244694e-01   4.7441284e-01
   6.7608298e+01   9.6978534e-01   3.4617292e-01   4.7215428e-01
   6.9183097e+01   9.6960302e-01   3.3983282e-01   4.6980857e-01
   7.0794578e+01   9.6941228e-01   3.3343053e-01   4.6737348e-01
