TDBC_NaOH_c4_abs,,
Wavelength (nm),Abs,
1200,-0.004772729706,
1199,-0.004610786214,
1198,-0.004613296129,
1197,-0.004476657603,
1196,-0.004568881821,
1195,-0.004355045967,
1194,-0.00439717574,
1193,-0.004290510435,
1192,-0.004369294737,
1191,-0.004181101453,
1190,-0.004263750277,
1189,-0.004142386373,
1188,-0.004098283127,
1187,-0.004008267075,
1186,-0.004039351828,
1185,-0.003828795627,
1184,-0.00378271006,
1183,-0.003778090933,
1182,-0.003611976514,
1181,-0.003512051189,
1180,-0.003557549324,
1179,-0.00327847735,
1178,-0.003230843227,
1177,-0.003232127754,
1176,-0.003079529852,
1175,-0.003016912611,
1174,-0.002810438164,
1173,-0.002815067535,
1172,-0.002669732552,
1171,-0.002651362913,
1170,-0.002487544902,
1169,-0.002412177157,
1168,-0.002266398165,
1167,-0.002313983859,
1166,-0.001962220995,
1165,-0.002024938818,
1164,-0.001886762097,
1163,-0.00193578098,
1162,-0.001631217427,
1161,-0.001578811207,
1160,-0.001322104596,
1159,-0.001330208033,
1158,-0.001168369199,
1157,-0.001036840375,
1156,-0.0008490576292,
1155,-0.001098555978,
1154,-0.000882539025,
1153,-0.0007751620724,
1152,-0.0007271490176,
1151,-0.0007110229344,
1150,-0.0005358711933,
1149,-0.0005216512363,
1148,-0.000546367839,
1147,-0.00056653301,
1146,-0.00048612518,
1145,-0.0004699383862,
1144,-0.0003765810688,
1143,-0.0002770985302,
1142,-0.000266388437,
1141,-0.0001430223056,
1140,-0.0001262534061,
1139,-6.43995154E-5,
1138,8.102383617E-6,
1137,4.297283158E-5,
1136,-7.319934957E-5,
1135,0.0001178489183,
1134,0.0001457624603,
1133,0.0002867299481,
1132,0.0002900455729,
1131,0.0003695240302,
1130,0.0003333320783,
1129,0.0003711562604,
1128,0.0003208456328,
1127,0.0003970651305,
1126,0.0003457152343,
1125,0.0003953810083,
1124,0.0002849685552,
1123,0.0004575165221,
1122,0.0003589536936,
1121,0.0005291725975,
1120,0.0005142961745,
1119,0.000575126789,
1118,0.0005300278426,
1117,0.0006254928303,
1116,0.0004585789866,
1115,0.0005386844277,
1114,0.0005819697981,
1113,0.0004798543232,
1112,0.0004405695945,
1111,0.0005382697564,
1110,0.0004725464969,
1109,0.0006079172017,
1108,0.0004665344313,
1107,0.0004169641761,
1106,0.0003534613934,
1105,0.0005661066389,
1104,0.0004461666686,
1103,0.0004606520524,
1102,0.000432821922,
1101,0.0004956366029,
1100,0.000585780188,
1099,0.0005287838285,
1098,0.0004590972385,
1097,0.0005500107654,
1096,0.0005730791017,
