TDBC_NaOH_c3_abs,,
Wavelength (nm),Abs,
850,-0.003200471634,
849,-0.003431570483,
848,-0.003395922016,
847,-0.003699045628,
846,-0.003799954196,
845,-0.004008062184,
844,-0.004262930248,
843,-0.004424849991,
842,-0.004490082618,
841,-0.004763205536,
840,-0.00496865157,
839,-0.005229708739,
838,-0.005261779763,
837,-0.005584049039,
836,-0.005573929287,
835,-0.006073718425,
834,-0.005876966752,
833,-0.006331101991,
832,-0.006451957859,
831,-0.006506686565,
830,-0.006554371212,
829,-0.006729763467,
828,-0.006719211116,
827,-0.006950585637,
826,-0.007008868735,
825,-0.007263713051,
824,-0.007141198497,
823,-0.007197979372,
822,-0.007326026447,
821,-0.00750176888,
820,-0.00749703683,
819,-0.007735422347,
818,-0.007790244184,
817,-0.008075884543,
816,-0.008127207868,
815,-0.008220946416,
814,-0.008141994476,
813,-0.008477212861,
812,-0.008303490467,
811,-0.008314258419,
810,-0.00847619772,
809,-0.008391198702,
808,-0.008311515674,
807,-0.008363368921,
806,-0.008278804831,
805,-0.008179236203,
804,-0.008207788691,
803,-0.008245990612,
802,-0.008138488047,
801,-0.007871293463,
800,-0.008059012704,
799,-0.000173194363,
798,-0.0003308519372,
797,-0.0001869082334,
796,-0.0005116711254,
795,-0.0003103653726,
794,-0.0002777711488,
793,-0.0003108827223,
792,-0.0003406292817,
791,-0.0001509924914,
790,-0.00043683892,
789,-0.0002467267332,
788,-0.0002185778721,
787,-0.0003423881426,
786,-0.0002737354953,
785,-0.0001027551407,
784,-0.0002642670879,
783,-0.0002256669977,
782,-0.0002966036554,
781,-0.0001593765483,
780,-0.0002977935947,
779,4.299872307E-5,
778,-0.000250452169,
777,-0.0001104155017,
776,-0.0001895992173,
775,-0.0001475767203,
774,-0.0001897027105,
773,-2.899218771E-6,
772,-6.175952876E-5,
771,-1.382288701E-5,
770,-0.0001597905648,
769,-1.40817383E-5,
768,-0.0001842172496,
767,-0.0001293070527,
766,-9.716505156E-5,
765,-4.762757089E-5,
764,1.817232987E-5,
763,-3.002762014E-6,
762,4.550991798E-5,
761,1.017330487E-5,
760,0.0001403505157,
759,-2.852540092E-5,
758,8.752927533E-5,
757,-1.164852983E-5,
756,7.717292465E-5,
755,-1.133790647E-5,
754,0.0002843468974,
753,0.0001071293518,
752,0.0002256289299,
751,8.048693417E-5,
750,0.0001891122811,
749,0.00014659109,
748,0.0002530313795,
747,0.0001791160612,
746,0.0004178710806,
745,0.000260413246,
744,0.0003900177544,
743,0.0003194726596,
742,0.0003656896879,
741,0.0002699450997,
740,0.0005200497108,
739,0.0002860564855,
738,0.0004146322317,
737,0.0004197625676,
736,0.0004975025076,
735,0.0003469328512,
734,0.0003336688387,
733,0.0004078436759,
732,0.0005946711171,
731,0.0005802590167,
730,0.0005352114094,
729,0.0006482022,
728,0.0006338401581,
727,0.0004617922532,
726,0.0006499909796,
725,0.0006870390498,
724,0.0006220450159,
723,0.0007409704267,
722,0.0006892687525,
721,0.0007055253373,
720,0.0008066565497,
719,0.0008292457205,
718,0.0007904220838,
717,0.0008827538113,
716,0.0009566333611,
715,0.001005409053,
714,0.0008796152542,
713,0.001110502868,
712,0.001067839446,
711,0.00107785617,
710,0.0008617440471,
709,0.001234702184,
708,0.001247344655,
707,0.00124838308,
706,0.001198905287,
705,0.001238985453,
704,0.001401706832,
703,0.001373426756,
702,0.001411965,
701,0.001434897305,
700,0.001301475568,
699,0.001427365583,
698,0.001510715112,
697,0.0016147102,
696,0.001501233899,
695,0.001770606497,
694,0.001737494371,
693,0.001651216997,
692,0.001739183674,
691,0.001766577829,
690,0.001908722566,
689,0.001978252083,
688,0.001956149004,
687,0.002074192045,
686,0.002193671884,
685,0.002167525468,
684,0.002214902313,
683,0.002305950038,
682,0.002266837982,
681,0.002340224572,
680,0.00246305787,
679,0.002506170888,
678,0.002610977739,
677,0.00262186327,
676,0.002626681235,
675,0.002743421821,
674,0.002850787016,
673,0.002854408929,
672,0.003023575759,
671,0.003009004518,
670,0.003243009327,
669,0.003295120317,
668,0.003346350743,
667,0.003455430735,
666,0.003555168631,
665,0.003587741172,
664,0.00375889102,
663,0.003853344824,
662,0.003901245305,
661,0.003895629663,
660,0.004093292635,
659,0.004200312775,
658,0.004287307151,
657,0.004482637625,
656,0.004709561355,
655,0.004715030547,
654,0.004912962206,
653,0.005122089759,
652,0.005191873759,
651,0.005260987673,
650,0.005511860363,
649,0.005639107898,
648,0.005873144139,
647,0.005956275389,
646,0.00620158948,
645,0.006594906095,
644,0.006696182769,
643,0.006923714187,
642,0.007136180531,
641,0.007485861424,
640,0.007659318857,
639,0.007864712738,
638,0.008288508281,
637,0.008527118713,
636,0.008842334151,
635,0.009215654805,
634,0.00956801977,
633,0.00994485151,
632,0.01036620326,
631,0.01082474552,
630,0.01116211154,
629,0.01172544062,
628,0.01226902381,
627,0.01294496097,
626,0.01345365308,
625,0.01406907942,
624,0.01478483807,
623,0.0155072771,
622,0.0164021533,
621,0.01732880622,
620,0.0182229951,
619,0.01931310631,
618,0.02023786306,
617,0.02167277783,
616,0.02302416787,
615,0.02442928217,
614,0.02611149102,
613,0.02809941582,
612,0.03001539409,
611,0.0324216336,
610,0.03492803872,
609,0.03800667077,
608,0.04142792523,
607,0.0453177765,
606,0.04972055182,
605,0.05495341122,
604,0.06121232733,
603,0.06840488315,
602,0.07729522884,
601,0.08817301691,
600,0.101512596,
599,0.1183590516,
598,0.1401628107,
597,0.1680278629,
596,0.2056855708,
595,0.2570302486,
594,0.3295589983,
593,0.4344836473,
592,0.5875687003,
591,0.8123319149,
590,1.127921104,
589,1.539229751,
588,1.974200487,
587,2.16386199,
586,1.983065128,
585,1.669529676,
584,1.36521852,
583,1.107497692,
582,0.9034305811,
581,0.7436639071,
580,0.6203222275,
579,0.5242239237,
578,0.4481520653,
577,0.3876544535,
576,0.339720279,
575,0.30026564,
574,0.2682833672,
573,0.2416351736,
572,0.2189759314,
571,0.1997787058,
570,0.1830995381,
569,0.1688916385,
568,0.156302616,
567,0.1453971267,
566,0.135884285,
565,0.1278283,
564,0.1208503842,
563,0.1147271618,
562,0.1089768186,
561,0.1034666598,
560,0.09854587168,
559,0.09427364171,
558,0.09012830257,
557,0.08636641502,
556,0.08287864923,
555,0.07979397476,
554,0.0768879652,
553,0.07416714728,
552,0.07172645628,
551,0.06958383322,
550,0.06767486036,
549,0.06647440791,
548,0.06533743441,
547,0.06477508694,
546,0.06405260414,
545,0.06341530383,
544,0.06289887428,
543,0.0625718832,
542,0.06208186969,
541,0.06199204922,
540,0.06185657531,
539,0.06205615774,
538,0.06230727956,
537,0.06274086982,
536,0.06335980445,
535,0.06411734223,
534,0.06497583538,
533,0.06583996862,
532,0.06678120047,
531,0.06790552288,
530,0.06910539418,
529,0.07070508599,
528,0.07251279056,
527,0.07438954711,
526,0.07650303096,
525,0.07854983211,
524,0.08054614067,
523,0.08272782713,
522,0.08458474278,
521,0.08642481267,
520,0.08777178079,
519,0.08886703849,
518,0.08989463747,
517,0.0902505517,
516,0.08999242634,
515,0.0893523097,
514,0.08839662373,
513,0.08685269207,
512,0.08528937399,
511,0.08329931647,
510,0.08116625249,
509,0.07882960886,
508,0.07621123642,
507,0.07374544442,
506,0.07116501778,
505,0.06888027489,
504,0.06648372859,
503,0.06416718662,
502,0.06210014597,
501,0.0599216409,
500,0.05810334533,
499,0.05626416579,
498,0.05469534546,
497,0.05319197476,
496,0.05192746967,
495,0.05063641071,
494,0.04957727343,
493,0.04852386937,
492,0.04778241366,
491,0.04673597217,
490,0.04607952759,
489,0.0453732647,
488,0.04468209296,
487,0.04367167875,
486,0.04307124019,
485,0.04245093465,
484,0.04157412052,
483,0.04053233936,
482,0.03966242075,
481,0.03877403215,
480,0.03762640432,
479,0.03648095578,
478,0.03543507308,
477,0.03435412794,
476,0.03321612254,
475,0.03203162178,
474,0.03084328398,
473,0.0297250431,
472,0.02872451581,
471,0.02770986967,
470,0.0266766157,
469,0.02565407753,
468,0.02483099699,
467,0.02393123694,
466,0.02311512455,
465,0.02239099517,
464,0.02152567543,
463,0.02100445703,
462,0.02024282515,
461,0.01963018626,
460,0.01892457344,
459,0.01853109337,
458,0.01792968251,
457,0.01739139296,
456,0.01689954661,
455,0.0164788831,
454,0.01592232846,
453,0.0154347159,
452,0.01500295475,
451,0.01458661258,
450,0.01424026489,
449,0.01374181919,
448,0.01325584762,
447,0.01295709517,
446,0.01237930264,
445,0.01202797703,
444,0.01176028047,
443,0.01134209242,
442,0.01097840909,
441,0.01068082079,
440,0.01031705458,
439,0.009910660796,
438,0.009666181169,
437,0.009515362792,
436,0.00912137609,
435,0.008708439767,
434,0.008538232185,
433,0.008207540959,
432,0.007997212932,
431,0.007813262753,
430,0.00744688604,
429,0.007259562146,
428,0.00719012972,
427,0.006767850369,
426,0.006537247449,
425,0.006476311479,
424,0.006244523916,
423,0.005943967495,
422,0.005959004629,
421,0.005636800546,
420,0.005376210436,
419,0.005309803411,
418,0.004978287034,
417,0.004855473526,
416,0.004869713914,
415,0.004750045482,
414,0.00460482249,
413,0.004369011149,
412,0.004223418888,
411,0.004029877018,
410,0.003865541425,
409,0.003702756017,
408,0.003860004479,
407,0.003503835527,
406,0.003566574072,
405,0.003204099834,
404,0.003353759181,
403,0.003150174627,
402,0.002916897414,
401,0.0028190515,
400,0.002726645907,
399,0.002631655429,
398,0.002464619931,
397,0.002448479412,
396,0.002376532182,
395,0.002213237109,
394,0.002178452211,
393,0.002183941659,
392,0.001998379827,
391,0.001837332384,
390,0.001796702971,
389,0.001620192546,
388,0.001660363632,
387,0.001481025363,
386,0.001454220619,
385,0.001452272641,
384,0.001422586967,
383,0.001453441451,
382,0.001359248534,
381,0.001267724088,
380,0.001167627517,
379,0.00121808832,
378,0.0010590686,
377,0.001035740948,
376,0.0009097827133,
375,0.00114476122,
374,0.001116290339,
373,0.0009575154399,
372,0.0009209631244,
371,0.001157764462,
370,0.001066723722,
369,0.001239063335,
368,0.001388877979,
367,0.001310147461,
366,0.001444455003,
365,0.00171561155,
364,0.001872505993,
363,0.002309983596,
362,0.002435932169,
361,0.002638530917,
360,0.002928311937,
359,0.003241418628,
358,0.003432365367,
357,0.003908062819,
356,0.00435240753,
355,0.005020000972,
354,0.005329824053,
353,0.005908488762,
352,0.006405716762,
351,0.006912851706,
350,0.007499161176,
349,0.007500030566,
348,0.008046654053,
347,0.008700068109,
346,0.009208356962,
345,0.009995707311,
344,0.01051394921,
343,0.01144700684,
342,0.01207143813,
341,0.01274733432,
340,0.01339448895,
339,0.01428191457,
338,0.01490339264,
337,0.01569897123,
336,0.01670067757,
335,0.01724866778,
334,0.01828281954,
333,0.01885538734,
332,0.01988958195,
331,0.02057847008,
330,0.02166477777,
329,0.02253222838,
328,0.02336625755,
327,0.02432077378,
326,0.02526081912,
325,0.02615550533,
324,0.02713789046,
323,0.02794134058,
322,0.02902607061,
321,0.02979146503,
320,0.03050561249,
319,0.0314662829,
318,0.03230235353,
317,0.032966014,
316,0.03374068439,
315,0.03432784975,
314,0.03499026597,
313,0.03555656224,
312,0.03622325137,
311,0.03680761158,
310,0.03765192255,
309,0.03821025416,
308,0.03873842955,
307,0.03925474733,
306,0.03978234902,
305,0.04052003473,
304,0.04134116322,
303,0.04212756827,
302,0.04346363246,
301,0.0451149717,
300,0.04732943699,
299,0.04949322343,
298,0.05168586224,
297,0.05293925479,
296,0.05323133245,
295,0.05215987191,
294,0.05040133372,
293,0.04900550842,
292,0.04801830277,
291,0.04800043628,
290,0.04825727269,
289,0.04849990085,
288,0.04856945947,
287,0.04822987691,
286,0.04727089778,
285,0.04567576945,
284,0.04392785951,
283,0.04240889475,
282,0.04121340439,
281,0.04023067281,
280,0.03937065229,
279,0.03860729933,
278,0.03753339872,
277,0.03655128926,
276,0.03563675284,
275,0.03483042121,
274,0.03398636729,
273,0.03351250663,
272,0.03320843726,
271,0.03290005401,
270,0.03265864402,
269,0.03263199329,
268,0.03244280443,
267,0.0323978141,
266,0.03244673461,
265,0.03269068152,
264,0.03286939859,
263,0.03345809504,
262,0.03392559662,
261,0.03488882259,
260,0.03562247753,
259,0.03656613082,
258,0.03741429001,
257,0.03833170608,
256,0.03893496841,
255,0.03968309611,
254,0.04031439871,
253,0.04121388867,
252,0.0419223085,
251,0.04290539399,
250,0.04410521314,
249,0.04510816187,
248,0.04636190087,
247,0.04773806036,
246,0.04925922677,
245,0.05121685565,
244,0.05332808197,
243,0.05599030107,
242,0.05919774622,
241,0.06285208464,
240,0.06686820835,
239,0.07143351436,
238,0.07652013749,
237,0.08196509629,
236,0.08788459003,
235,0.09418173879,
234,0.1008183956,
233,0.1079723909,
232,0.1156884953,
231,0.1243514866,
230,0.1337610781,
229,0.1439823955,
228,0.1548098177,
227,0.1659449786,
226,0.1773911566,
225,0.1892791539,
224,0.2019591928,
223,0.2155674547,
222,0.2304756194,
221,0.2462732196,
220,0.2627328932,
219,0.2784545124,
218,0.2929008603,
217,0.3054489791,
216,0.3159227967,
215,0.3243866563,
214,0.3314028084,
213,0.3372862339,
212,0.3431214988,
211,0.3483168781,
210,0.3531499505,
209,0.3572174013,
208,0.3603898883,
207,0.3626163602,
206,0.3645618558,
205,0.3669781387,
204,0.3703009486,
203,0.3748143315,
202,0.3813766539,
201,0.3899384141,
200,0.400516361,

