  	0					0				0
   5.0000000e-02   1.2400000e+00             NaN
   7.5000000e-02   1.8600000e+00   7.9000000e-01
   1.0000000e-01   2.4600000e+00   1.0100000e+00
   1.2500000e-01   2.9900000e+00   1.2300000e+00
   1.5000000e-01   3.5900000e+00   1.4700000e+00
   2.0000000e-01   4.5400000e+00   1.8700000e+00
   2.5000000e-01   5.4300000e+00   2.2900000e+00
   3.0000000e-01   6.1400000e+00   2.6600000e+00
   3.5000000e-01   6.6700000e+00   2.9700000e+00
   4.0000000e-01   7.0600000e+00   3.1700000e+00
   4.5000000e-01   7.2500000e+00   3.3400000e+00
   5.0000000e-01   7.4000000e+00   3.3700000e+00
